orbis_name,id,original_orbis_name,kununu_name,kununu_id,original_kununu_name,match_type,Unnamed: 0
bpw bergische achsen kg,50236811,bpw bergische achsen kg,bpw bergische achsen kg,ff18ea67-9abb-4699-882c-a3ddfd438aa4,bpw bergische achsen kg,exact_match,
daw se,82698354,daw se,daw se,89ed3e6c-5586-43ed-bf94-449fe7ff5f89,daw se,exact_match,
beiselen gmbh,2825855,beiselen gmbh,beiselen gmbh,a7a914ae-a2ea-42e0-a755-07625e18ad51,beiselen gmbh,exact_match,
veka ag,48980921,veka ag,veka ag,aa2aaef9-32be-4f37-b500-a1272ff5f78c,veka ag,exact_match,
mars holding gmbh,2305123,mars holding gmbh,mars holding gmbh,c356717e-adb4-4ee0-89ab-58372078c507,mars holding gmbh,exact_match,
aerologic gmbh,41162581,aerologic gmbh,aerologic gmbh,f59eab10-5407-428b-9a2b-cc49726e2142,aerologic gmbh,exact_match,
kia deutschland gmbh,16536207,kia deutschland gmbh,kia deutschland gmbh,adfdbdbf-2647-40bf-9218-198e542c01de,kia deutschland gmbh,exact_match,
hamburger hafen und logistik ag,2315392,hamburger hafen und logistik ag,hamburger hafen und logistik ag,715a901f-b8f4-40f3-93ed-12896e0a1412,hamburger hafen und logistik ag,exact_match,
pfalzwerke ag,58731016,pfalzwerke ag,pfalzwerke ag,e4a6e2fd-cb7e-443e-8b8e-4e2d4d3a7a7a,pfalzwerke ag,exact_match,
sachsenenergie ag,2399695,sachsenenergie ag,sachsenenergie ag,7ee0f1ec-51c3-47dd-bba9-5802bec24393,sachsenenergie ag,exact_match,
medios ag,2340653,medios ag,medios ag,bfe53c62-5009-4377-9af6-2266f2a8ffe1,medios ag,exact_match,
renault deutschland ag,2555243,renault deutschland ag,renault deutschland ag,024113ca-e212-456a-928e-6a0992730ce5,renault deutschland ag,exact_match,
hewlettpackard gmbh,2735197,hewlettpackard gmbh,hewlettpackard gmbh,16e40fcb-bcdb-4218-b860-41591e18698a,hewlettpackard gmbh,exact_match,
british american tobacco germany gmbh,2315400,british american tobacco germany gmbh,british american tobacco germany gmbh,af894390-925e-464d-9935-0ca322c00306,british american tobacco germany gmbh,exact_match,
daiichi sankyo europe gmbh,2774772,daiichi sankyo europe gmbh,daiichi sankyo europe gmbh,25569041-6381-4129-a41a-d46cba382a6d,daiichi sankyo europe gmbh,exact_match,
guardian flachglas gmbh,2435810,guardian flachglas gmbh,guardian flachglas gmbh,d681727f-4b55-4020-a170-084e50f2079e,guardian flachglas gmbh,exact_match,
grobwerke gmbh und co kg,31716738,grobwerke gmbh und co kg,grobwerke gmbh und co kg,608e5c0b-8e86-4a70-ba23-662f8df4676e,grobwerke gmbh und co kg,exact_match,
lausitz energie bergbau ag,2396497,lausitz energie bergbau ag,lausitz energie bergbau ag,fccd8a41-77a9-48ea-8f59-9a302d7de5b5,lausitz energie bergbau ag,exact_match,
rollsroyce deutschland ltd und co kg,2275020,rollsroyce deutschland ltd und co kg,rollsroyce deutschland ltd und co kg,67abd6c0-a828-48cd-9c03-bb443239d573,rollsroyce deutschland ltd und co kg,exact_match,
mannhummel gmbh,2721317,mannhummel gmbh,mannhummel gmbh,14286828-b4f4-4c3d-9e58-91c7943841b3,mannhummel gmbh,exact_match,
hansgrohe se,2697758,hansgrohe se,hansgrohe se,82237ab3-214a-4b87-9e58-bac6c591ddb4,hansgrohe se,exact_match,
westdeutsche lotterie gmbh und co ohg,2496267,westdeutsche lotterie gmbh und co ohg,westdeutsche lotterie gmbh und co ohg,36ddc502-7444-4c22-88f4-89738144b6c4,westdeutsche lotterie gmbh und co ohg,exact_match,
engie deutschland gmbh,41189553,engie deutschland gmbh,engie deutschland gmbh,fa259a2b-62d5-4968-a281-8fea90a2e132,engie deutschland gmbh,exact_match,
komsa ag,2395670,komsa ag,komsa ag,aa949e9a-293f-4846-93c9-aa83e4dad447,komsa ag,exact_match,
progroup ag,2693746,progroup ag,progroup ag,07c2b7bc-e246-49bf-992f-a39212baa12b,progroup ag,exact_match,
contemporary amperex technology thuringia gmbh,389822464,contemporary amperex technology thuringia gmbh,contemporary amperex technology thuringia gmbh,dec05436-6b04-4309-bf60-629fe5e43a1d,contemporary amperex technology thuringia gmbh,exact_match,
ebay gmbh,58878751,ebay gmbh,ebay gmbh,7c9afd63-caab-4ce3-a732-78c7bb43bc57,ebay gmbh,exact_match,
biesterfeld ag,9627738,biesterfeld ag,biesterfeld ag,003777ef-3c89-40fd-9a6c-0d968068829f,biesterfeld ag,exact_match,
adecco germany holding sa und co kg,76315353,adecco germany holding sa und co kg,adecco germany holding sa und co kg,cb508352-c763-4972-9ed4-a351f99c4964,adecco germany holding sa und co kg,exact_match,
renesas electronics europe gmbh,48980898,renesas electronics europe gmbh,renesas electronics europe gmbh,3dbcfc74-2894-443e-9298-fe7e316c6a5d,renesas electronics europe gmbh,exact_match,
badische stahlwerke gmbh,2696505,badische stahlwerke gmbh,badische stahlwerke gmbh,eec3222c-3646-4a10-8d78-4ddc153ce9b4,badische stahlwerke gmbh,exact_match,
iveco magirus ag,2825774,iveco magirus ag,iveco magirus ag,630d72b3-5289-4fde-b16e-b5c15d8c90be,iveco magirus ag,exact_match,
berlinchemie ag,2267569,berlinchemie ag,berlinchemie ag,83e6821f-68ca-4ff5-96bc-d5237aae6ea5,berlinchemie ag,exact_match,
primepulse se,187075212,primepulse se,primepulse se,0771fd33-f8c8-4d13-8faf-2cf41158a8e1,primepulse se,exact_match,
bwi gmbh,41181271,bwi gmbh,bwi gmbh,c03ac52b-d05f-4701-8610-0d02b3e52950,bwi gmbh,exact_match,
atruvia ag,2676597,atruvia ag,atruvia ag,ae1d0a3b-cd60-42f4-b3d0-cb812870d426,atruvia ag,exact_match,
adolf roth gmbh und co kg,2618087,adolf roth gmbh und co kg,adolf roth gmbh und co kg,d2e03e01-ec42-4bd5-90b2-cf8b5bf1c3d3,adolf roth gmbh und co kg,exact_match,
dfs deutsche flugsicherung gmbh,2641753,dfs deutsche flugsicherung gmbh,dfs deutsche flugsicherung gmbh,e1fea8ab-052d-4b17-93e6-d78938e18cd2,dfs deutsche flugsicherung gmbh,exact_match,
lg electronics deutschland gmbh,186632499,lg electronics deutschland gmbh,lg electronics deutschland gmbh,2ee32b3a-b845-4eb0-a4e6-924b1c3dadda,lg electronics deutschland gmbh,exact_match,
schott ag,2637622,schott ag,schott ag,131ca9ab-b135-4cf1-881f-1b6eea943dff,schott ag,exact_match,
serviceplan group se und co kg,2773805,serviceplan group se und co kg,serviceplan group se und co kg,bd957ab4-c6dc-4558-9292-13703093c9b3,serviceplan group se und co kg,exact_match,
santander consumer bank ag,58380844,santander consumer bank ag,santander consumer bank ag,648104e4-1e45-42a6-91eb-9aab524c9597,santander consumer bank ag,exact_match,
chgmeridian ag,2804420,chgmeridian ag,chgmeridian ag,ec137301-6e3f-4a01-9e30-47df99b7b6dc,chgmeridian ag,exact_match,
takkt ag,2737791,takkt ag,takkt ag,d8b63c38-a68a-4d3c-8770-2377c9c3ee19,takkt ag,exact_match,
sva system vertrieb alexander gmbh,2646815,sva system vertrieb alexander gmbh,sva system vertrieb alexander gmbh,83965bcb-5b5d-4a01-8d66-8a41ed6dd1f8,sva system vertrieb alexander gmbh,exact_match,
capgemini deutschland gmbh,13927850,capgemini deutschland gmbh,capgemini deutschland gmbh,091a080e-a944-4625-9aa1-de90080f51fa,capgemini deutschland gmbh,exact_match,
zg raiffeisen eg,59038936,zg raiffeisen eg,zg raiffeisen eg,ab19c8c7-04f2-4bf3-88d3-42faf0c6abdf,zg raiffeisen eg,exact_match,
transdev gmbh,18486118,transdev gmbh,transdev gmbh,f9de7acb-a8d3-4019-8ef5-c2702fa39621,transdev gmbh,exact_match,
herrenknecht ag,2694742,herrenknecht ag,herrenknecht ag,3a621c44-1140-47a9-8355-0fe5b3515e24,herrenknecht ag,exact_match,
trinks gmbh,2313172,trinks gmbh,trinks gmbh,b5288d3c-52f2-422d-a53d-7468f8035dfb,trinks gmbh,exact_match,
ineos manufacturing deutschland gmbh,16918319,ineos manufacturing deutschland gmbh,ineos manufacturing deutschland gmbh,385f628b-2bd0-4ae7-baac-e4f7780dfb01,ineos manufacturing deutschland gmbh,exact_match,
datev eg,2789167,datev eg,datev eg,2e7816da-c5e5-4f65-bd9f-559a8ddbecf5,datev eg,exact_match,
eprimo gmbh,39189559,eprimo gmbh,eprimo gmbh,3fc883a2-cf0b-4973-ba92-b56e31d836f1,eprimo gmbh,exact_match,
stromnetz berlin gmbh,13929202,stromnetz berlin gmbh,stromnetz berlin gmbh,0c5f8d4c-c55d-478a-97f8-65f87fe701ad,stromnetz berlin gmbh,exact_match,
astrazeneca gmbh,2390819,astrazeneca gmbh,astrazeneca gmbh,1ac3d056-ed3c-43f2-bf92-ab8d2ef0fbe1,astrazeneca gmbh,exact_match,
bauking gmbh,470686015,bauking gmbh,bauking gmbh,34ec8185-cc11-47f9-b5c2-98db1dc77f49,bauking gmbh,exact_match,
fude serrahn milchprodukte gmbh und co kg,7695355,fude serrahn milchprodukte gmbh und co kg,fude serrahn milchprodukte gmbh und co kg,832f787d-06b8-484b-98d6-599fbb15e8b2,fude serrahn milchprodukte gmbh und co kg,exact_match,
stahlgruber gmbh,41246032,stahlgruber gmbh,stahlgruber gmbh,99bf6801-a221-4fca-b864-66a063cc1032,stahlgruber gmbh,exact_match,
norma group se,18510252,norma group se,norma group se,a57ae1a5-a8bd-429d-b68b-33d7a587cddf,norma group se,exact_match,
funke mediengruppe gmbh und co kgaa,147902693,funke mediengruppe gmbh und co kgaa,funke mediengruppe gmbh und co kgaa,ed795a90-4cb5-420f-a55f-51c457fbadc6,funke mediengruppe gmbh und co kgaa,exact_match,
enerparc ag,81880360,enerparc ag,enerparc ag,42e1410f-0fa4-47b9-9bdd-57dcaa64e1b3,enerparc ag,exact_match,
drillisch online gmbh,41206414,drillisch online gmbh,drillisch online gmbh,6f351ea4-94b5-4294-8ab7-48cbd2cc8a22,drillisch online gmbh,exact_match,
tdk europe gmbh,2529519,tdk europe gmbh,tdk europe gmbh,b0176a30-beb5-4821-b415-846af0c46e6e,tdk europe gmbh,exact_match,
philips gmbh,2342223,philips gmbh,philips gmbh,109119db-ec07-41d5-b79a-4ba5b0cf40d6,philips gmbh,exact_match,
kuraray europe gmbh,35559558,kuraray europe gmbh,kuraray europe gmbh,ba5b5520-10de-46c5-b5a8-37faa3c3059c,kuraray europe gmbh,exact_match,
ceravis ag,189585692,ceravis ag,ceravis ag,4f6db8e1-610e-4788-a3d9-4a9fef92c5b6,ceravis ag,exact_match,
senator international spedition gmbh,2328841,senator international spedition gmbh,senator international spedition gmbh,bede0f36-ae41-42df-9cc3-ce189861a1f6,senator international spedition gmbh,exact_match,
oil tankstellen gmbh,14453026,oil tankstellen gmbh,oil tankstellen gmbh,3b56dae9-a712-4162-bdfb-24374df58eaa,oil tankstellen gmbh,exact_match,
molkerei ammerland eg,8432570,molkerei ammerland eg,molkerei ammerland eg,c40de0ce-5ff6-41a9-9cf5-da89375acfb4,molkerei ammerland eg,exact_match,
eppendorf se,2342641,eppendorf se,eppendorf se,ce87b61f-7d6c-4935-b82b-703cc5b0ce11,eppendorf se,exact_match,
frieslandcampina germany gmbh,50663496,frieslandcampina germany gmbh,frieslandcampina germany gmbh,02ea963d-c6fe-4f8d-afae-a84634aaa5bc,frieslandcampina germany gmbh,exact_match,
aareal bank ag,16846655,aareal bank ag,aareal bank ag,588e13a3-2ee8-4a56-bbaf-644b364dd0aa,aareal bank ag,exact_match,
compugroup medical se und co kgaa,2553831,compugroup medical se und co kgaa,compugroup medical se und co kgaa,61950ff6-1c16-4bbe-8fe2-4a111b0d93d4,compugroup medical se und co kgaa,exact_match,
dennree gmbh,2762444,dennree gmbh,dennree gmbh,19d65f8d-0871-4e9e-8ab0-606ced669ddc,dennree gmbh,exact_match,
medtronic gmbh,61728993,medtronic gmbh,medtronic gmbh,ea63382c-03be-40e4-81d6-04377fc1150c,medtronic gmbh,exact_match,
lichtblick se,41145312,lichtblick se,lichtblick se,69b73a0f-7c07-4bf8-b184-321092503c4c,lichtblick se,exact_match,
sma solar technology ag,2628451,sma solar technology ag,sma solar technology ag,cf8a244e-4cd3-4073-bad1-c8f747d85102,sma solar technology ag,exact_match,
harrybrot gmbh,2384182,harrybrot gmbh,harrybrot gmbh,c1c24ff2-2221-4fb7-8440-966861899e60,harrybrot gmbh,exact_match,
vantage towers ag,404565041,vantage towers ag,vantage towers ag,8fd78c4b-7cf5-4c71-b27e-820078ad2eca,vantage towers ag,exact_match,
bremer ag,6543279,bremer ag,bremer ag,5b07584f-22c7-40f6-be9e-402cb1f539d8,bremer ag,exact_match,
jt international germany gmbh,2566059,jt international germany gmbh,jt international germany gmbh,2e80563c-82a0-4373-a193-64f7511b8eac,jt international germany gmbh,exact_match,
eam gmbh und co kg,172120996,eam gmbh und co kg,eam gmbh und co kg,d928b138-ff42-459d-ad22-f50369c283d5,eam gmbh und co kg,exact_match,
tdk electronics ag,2787453,tdk electronics ag,tdk electronics ag,a3358383-e475-4463-8a18-e98749d6a370,tdk electronics ag,exact_match,
oq chemicals gmbh,9293180,oq chemicals gmbh,oq chemicals gmbh,b69f33f8-6846-4985-bdd8-c780293e233f,oq chemicals gmbh,exact_match,
csl plasma gmbh,6546517,csl plasma gmbh,csl plasma gmbh,33ce0f45-c239-4a5d-8047-7dff5b984aea,csl plasma gmbh,exact_match,
wortmann ag,2481256,wortmann ag,wortmann ag,97f9263a-31a2-4b54-a008-137401fa5bfc,wortmann ag,exact_match,
nexans deutschland gmbh,2351147,nexans deutschland gmbh,nexans deutschland gmbh,0070c833-62f5-4191-b7fb-4210e0b55cc2,nexans deutschland gmbh,exact_match,
wsw wuppertaler stadtwerke gmbh,137575174,wsw wuppertaler stadtwerke gmbh,wsw wuppertaler stadtwerke gmbh,0b5a4633-a07c-4f16-ba89-4f432b41ebfc,wsw wuppertaler stadtwerke gmbh,exact_match,
igus gmbh,2556077,igus gmbh,igus gmbh,3de8c312-44c7-433c-8941-f295c8e7fc6f,igus gmbh,exact_match,
elisabeth vinzenz verbund gmbh,73944661,elisabeth vinzenz verbund gmbh,elisabeth vinzenz verbund gmbh,4d45f243-79a6-41c7-8a6c-b151cf235c4b,elisabeth vinzenz verbund gmbh,exact_match,
fahrzeugwerke lueg ag,2457287,fahrzeugwerke lueg ag,fahrzeugwerke lueg ag,0e1b00e5-1a23-4a03-88b5-2ba035cc4873,fahrzeugwerke lueg ag,exact_match,
eins energie in sachsen gmbh und co kg,2393186,eins energie in sachsen gmbh und co kg,eins energie in sachsen gmbh und co kg,482e8329-2b4f-410d-8141-afb22a2fa93a,eins energie in sachsen gmbh und co kg,exact_match,
qiagen gmbh,2532112,qiagen gmbh,qiagen gmbh,10b43ab4-4939-4f67-b53a-3ff85cd813a7,qiagen gmbh,exact_match,
stromnetz hamburg gmbh,18491040,stromnetz hamburg gmbh,stromnetz hamburg gmbh,97c415c4-f375-4f6d-b8a3-f480e642f464,stromnetz hamburg gmbh,exact_match,
biogen gmbh,2846177,biogen gmbh,biogen gmbh,ce38b5eb-bb2a-4cf7-aefa-3080cdb105d3,biogen gmbh,exact_match,
ngk europe gmbh,2654376,ngk europe gmbh,ngk europe gmbh,7e1dbe85-1447-44dc-97f7-b6b6372491bc,ngk europe gmbh,exact_match,
einhell germany ag,2849163,einhell germany ag,einhell germany ag,70d40368-2703-4793-8619-01027fa1b40c,einhell germany ag,exact_match,
smp deutschland gmbh,60390235,smp deutschland gmbh,smp deutschland gmbh,32fc3729-5e86-4ce0-bbac-93d33759bf86,smp deutschland gmbh,exact_match,
jenoptik ag,49051101,jenoptik ag,jenoptik ag,7318b47a-af01-4688-b4fc-12b3588cbde7,jenoptik ag,exact_match,
conrad electronic se,16920142,conrad electronic se,conrad electronic se,0b0b5a3e-e16d-409d-b4ae-c177129a7db6,conrad electronic se,exact_match,
rational ag,2752103,rational ag,rational ag,886c00d2-3c0a-4d48-9634-526286bec794,rational ag,exact_match,
action deutschland gmbh,75254557,action deutschland gmbh,action deutschland gmbh,2ad4d909-7055-435c-b4e2-314154a6772d,action deutschland gmbh,exact_match,
lechstahlwerke gmbh,2749223,lechstahlwerke gmbh,lechstahlwerke gmbh,90d0ead3-9c7b-4bce-bfb5-fc4e407c0b7e,lechstahlwerke gmbh,exact_match,
borbet gmbh,2500414,borbet gmbh,borbet gmbh,9c212c58-f7f9-4cf6-8ce2-a27767f0ea24,borbet gmbh,exact_match,
alps alpine europe gmbh,2531234,alps alpine europe gmbh,alps alpine europe gmbh,64d6281e-c311-47c6-98bc-f8a8cba72021,alps alpine europe gmbh,exact_match,
villeroy und boch ag,2715183,villeroy und boch ag,villeroy und boch ag,1c7f1d15-8062-4145-b7c6-8b27d420b9ee,villeroy und boch ag,exact_match,
beckhoff automation gmbh und co kg,197177159,beckhoff automation gmbh und co kg,beckhoff automation gmbh und co kg,ad1e9172-23d7-450f-8a29-2e1f6f06b1f4,beckhoff automation gmbh und co kg,exact_match,
westenergie ag,2547766,westenergie ag,westenergie ag,5c29e04f-4401-48b8-b6f1-f64c6672f151,westenergie ag,exact_match,
zott se und co kg,2765168,zott se und co kg,zott se und co kg,5a874346-f1a6-4da6-b130-afbcb33067d0,zott se und co kg,exact_match,
wellergruppe holding se und co kg,145454460,wellergruppe holding se und co kg,wellergruppe holding se und co kg,580f8d76-e0bf-4ddc-aaa2-9c3272febfb2,wellergruppe holding se und co kg,exact_match,
vivawest gmbh,2547729,vivawest gmbh,vivawest gmbh,23eda742-d8e8-4320-b321-936f85eda496,vivawest gmbh,exact_match,
kme germany gmbh,2492782,kme germany gmbh,kme germany gmbh,cc41d272-d8c8-4279-bfe9-1de3f55c0c32,kme germany gmbh,exact_match,
ge getec holding gmbh,305605766,ge getec holding gmbh,ge getec holding gmbh,20e6e720-b3b7-4277-9fb7-a5451e2c5660,ge getec holding gmbh,exact_match,
expert warenvertrieb gmbh,2345136,expert warenvertrieb gmbh,expert warenvertrieb gmbh,73844694-aa57-4312-b776-324d89db1108,expert warenvertrieb gmbh,exact_match,
leonhard kurz stiftung und co kg,2791721,leonhard kurz stiftung und co kg,leonhard kurz stiftung und co kg,5d1b2168-2861-4167-8150-4ab58631f066,leonhard kurz stiftung und co kg,exact_match,
eam netz gmbh,60693261,eam netz gmbh,eam netz gmbh,3b0e172a-d956-4b1b-9727-6ac00ff3cee1,eam netz gmbh,exact_match,
kd feddersen holding gmbh,2321862,kd feddersen holding gmbh,kd feddersen holding gmbh,1da0c00b-c648-4623-a944-e9b94f721ff3,kd feddersen holding gmbh,exact_match,
tiemeyer ag,2469889,tiemeyer ag,tiemeyer ag,752a2a13-c62b-4ca9-a94c-f29ea43b9ca7,tiemeyer ag,exact_match,
tag immobilien ag,185170370,tag immobilien ag,tag immobilien ag,a66fbe81-abe9-46c7-9874-e94632e8a623,tag immobilien ag,exact_match,
acer computer gmbh,2385903,acer computer gmbh,acer computer gmbh,2f8661fd-edaf-4b90-91d4-8a852c878160,acer computer gmbh,exact_match,
amgen gmbh,2779633,amgen gmbh,amgen gmbh,5837239f-aa4d-4e1a-9283-d0ac54334c22,amgen gmbh,exact_match,
vallourec deutschland gmbh,2535561,vallourec deutschland gmbh,vallourec deutschland gmbh,70619e74-da54-4726-9ce9-d115d5347c45,vallourec deutschland gmbh,exact_match,
skw stickstoffwerke piesteritz gmbh,2435417,skw stickstoffwerke piesteritz gmbh,skw stickstoffwerke piesteritz gmbh,f5b28c62-f8d2-4058-a484-6bb528f82298,skw stickstoffwerke piesteritz gmbh,exact_match,
seg automotive germany gmbh,263692188,seg automotive germany gmbh,seg automotive germany gmbh,146dd618-af3b-4792-9a8a-d2f4f8c3fbc7,seg automotive germany gmbh,exact_match,
zhongding europe gmbh,65813039,zhongding europe gmbh,zhongding europe gmbh,46430a0d-ac45-417c-adf9-621114a25ab8,zhongding europe gmbh,exact_match,
wemag ag,2439185,wemag ag,wemag ag,5cc6778d-3515-46d0-b0c1-1c63379e8b36,wemag ag,exact_match,
gelita ag,2662488,gelita ag,gelita ag,c6fbaff1-0b26-4f81-ac8b-2434e64cdd2f,gelita ag,exact_match,
nordschrott gmbh und co kg,2308223,nordschrott gmbh und co kg,nordschrott gmbh und co kg,10382fea-c5d3-4a9b-bfbc-fb04526cb4cc,nordschrott gmbh und co kg,exact_match,
syna gmbh,16918715,syna gmbh,syna gmbh,4e987bd7-cd0b-438e-99ac-d326dc7b4bbb,syna gmbh,exact_match,
gesundheit nord ggmbh klinikverbund bremen,11440733,gesundheit nord ggmbh klinikverbund bremen,gesundheit nord ggmbh klinikverbund bremen,bcd3d92e-291d-4579-8322-f58305a2eccf,gesundheit nord ggmbh klinikverbund bremen,exact_match,
medion ag,2545538,medion ag,medion ag,a17a583c-83e6-4409-ae6d-de411948be60,medion ag,exact_match,
mlf mercatorleasing gmbh und co finanzkg,2838403,mlf mercatorleasing gmbh und co finanzkg,mlf mercatorleasing gmbh und co finanzkg,f755784a-5876-442f-8b7b-624130dd0929,mlf mercatorleasing gmbh und co finanzkg,exact_match,
dr johannes heidenhain gmbh,2817267,dr johannes heidenhain gmbh,dr johannes heidenhain gmbh,28c8be49-4ab3-4c9f-bddb-105e5e4c0abc,dr johannes heidenhain gmbh,exact_match,
nordwest handel ag,2471226,nordwest handel ag,nordwest handel ag,c234fee8-a26c-4433-9bce-983ea3664552,nordwest handel ag,exact_match,
stadtwerke halle gmbh,2410986,stadtwerke halle gmbh,stadtwerke halle gmbh,d6fa1ba6-d063-47c0-8c0e-f9c12bc3b753,stadtwerke halle gmbh,exact_match,
bpd immobilienentwicklung gmbh,79076879,bpd immobilienentwicklung gmbh,bpd immobilienentwicklung gmbh,314e990d-3dcf-4247-b905-009e7340568c,bpd immobilienentwicklung gmbh,exact_match,
mazda motors deutschland gmbh,2586543,mazda motors deutschland gmbh,mazda motors deutschland gmbh,9cdc5c55-c2e3-4707-b947-944e2344dd93,mazda motors deutschland gmbh,exact_match,
pandion ag,41191653,pandion ag,pandion ag,11f17908-eefd-4eaa-91a6-7c5c4facc681,pandion ag,exact_match,
gottfried schultz automobilhandels se,47611616,gottfried schultz automobilhandels se,gottfried schultz automobilhandels se,1ab6e92b-f451-4c82-b0c3-86e4bb181233,gottfried schultz automobilhandels se,exact_match,
sbahn berlin gmbh,2274850,sbahn berlin gmbh,sbahn berlin gmbh,c3b444fe-cc69-4aa0-a699-55c7606f3eec,sbahn berlin gmbh,exact_match,
lenze se,2344559,lenze se,lenze se,d5fe5b62-bfeb-4b3d-b200-47d6e098134e,lenze se,exact_match,
knauf interfer se,11457646,knauf interfer se,knauf interfer se,999a4a3f-4e8e-40f5-becb-4a612533d6b3,knauf interfer se,exact_match,
kubota baumaschinen gmbh,2704604,kubota baumaschinen gmbh,kubota baumaschinen gmbh,a03cb0d5-2afe-4514-b274-4413ba0ddc77,kubota baumaschinen gmbh,exact_match,
vector informatik gmbh,2728627,vector informatik gmbh,vector informatik gmbh,c1348a0c-2ca7-4dd6-91da-9cbb1e9fb21f,vector informatik gmbh,exact_match,
panasonic industry europe gmbh,57044624,panasonic industry europe gmbh,panasonic industry europe gmbh,57258b5f-2c6a-4a99-9071-328b4ddd6701,panasonic industry europe gmbh,exact_match,
hamburger energiewerke gmbh,125677688,hamburger energiewerke gmbh,hamburger energiewerke gmbh,6fa9c3ba-1e3f-4223-806a-aa1322d5a68c,hamburger energiewerke gmbh,exact_match,
notebooksbilligerde ag,13935000,notebooksbilligerde ag,notebooksbilligerde ag,85d80bd8-a66a-4fd5-b335-30ca9e4ad1de,notebooksbilligerde ag,exact_match,
itergo informationstechnologie gmbh,2538619,itergo informationstechnologie gmbh,itergo informationstechnologie gmbh,73bd26e3-91a3-4b6b-aa0d-a178ae9eb34c,itergo informationstechnologie gmbh,exact_match,
ipg laser gmbh,2511480,ipg laser gmbh,ipg laser gmbh,f76b6112-6ffe-49f7-a84a-e898e513c172,ipg laser gmbh,exact_match,
