orbis_name,id,original_orbis_name,kununu_name,kununu_id,original_kununu_name,match_type,Unnamed: 0
bosch boden spies gmbh und co kg,2323108,boesch boden spies gmbh und co kg,bosch boden spies gmbh und co kg,855ea180-5630-4aa0-b110-023021be462c,bosch boden spies gmbh und co kg,preprocess_names,
hela gewurzwerk hermann lau gmbh,2387269,hela gewuerzwerk hermann laue gmbh,hela gewurzwerk hermann lau gmbh,0d035d82-1c49-488c-8632-bf6d216b328d,hela gewurzwerk hermann lau gmbh,preprocess_names,
julius hosch gmbh und co kg,2513984,julius hoesch gmbh und co kg,julius hosch gmbh und co kg,13e89b86-75f4-4cec-8d86-c1546e0dcc3f,julius hosch gmbh und co kg,preprocess_names,
klinikum eslingen gmbh,65808922,klinikum esslingen gmbh,klinikum eslingen gmbh,5ffb2758-d16d-4ad1-8c92-148e056efa8d,klinikum eslingen gmbh,preprocess_names,
dorrenberg edelstahl gmbh,2549353,doerrenberg edelstahl gmbh,dorrenberg edelstahl gmbh,24afe07e-6fe3-477b-a4cc-832e9941a9c2,dorrenberg edelstahl gmbh,preprocess_names,
grafendorfer geflugel und tiefkuhlfeinkost produktions gmbh,2413292,graefendorfer gefluegel und tiefkuehlfeinkost produktions gmbh,grafendorfer geflugel und tiefkuhlfeinkost produktions gmbh,b2070bab-5e39-450f-8bfb-c3db787f39f5,grafendorfer geflugel und tiefkuhlfeinkost produktions gmbh,preprocess_names,
privatbraurei erdinger weisbrau werner brombach gmbh,2850432,privatbrauerei erdinger weissbraeu werner brombach gmbh,privatbraurei erdinger weisbrau werner brombach gmbh,2bcbd260-96a2-482a-8616-a43d5eeaac58,privatbraurei erdinger weissbrau werner brombach gmbh,preprocess_names,
neunhauser maschinenbau gmbh,2391130,neuenhauser maschinenbau gmbh,neunhauser maschinenbau gmbh,fe06d6d8-50b5-4f43-92a3-56541fdaf5cf,neunhauser maschinenbau gmbh,preprocess_names,
orange busines germany gmbh,2613596,orange business germany gmbh,orange busines germany gmbh,c2ee0d41-34ce-422f-882b-bebe5ba220e8,orange busines germany gmbh,preprocess_names,
edelweis gmbh und co kg,9886458,edelweiss gmbh und co kg,edelweis gmbh und co kg,6e52ea49-4a6e-46d6-b5c5-1ccaed8108b2,edelweis gmbh und co kg,preprocess_names,
rudolf wohrl se,308388407,rudolf woehrl se,rudolf wohrl se,24d10c4b-22d7-4313-b989-9e25dc6e0758,rudolf wohrl se,preprocess_names,
borse stuttgart gmbh,2739153,boerse stuttgart gmbh,borse stuttgart gmbh,4721c990-8f58-48d2-bff4-f8603b4662e9,borse stuttgart gmbh,preprocess_names,
sudharz klinikum nordhausen gemeinnutzige gmbh,2427599,suedharz klinikum nordhausen gemeinnuetzige gmbh,sudharz klinikum nordhausen gemeinnutzige gmbh,8938e8d0-3854-4d7e-a4ad-d18ff51fac39,sudharz klinikum nordhausen gemeinnutzige gmbh,preprocess_names,
sparkase vest recklinghausen,754607,sparkasse vest recklinghausen,sparkase vest recklinghausen,12e0dc9a-031f-4c52-a3cc-3f3a3f845794,sparkase vest recklinghausen,preprocess_names,
muller die lila logistik se,2674478,mueller die lila logistik se,muller die lila logistik se,b3f12022-ad1d-4e7e-b43f-6b3cba2d85ee,muller die lila logistik se,preprocess_names,
klinikum wurzburg mitte ggmbh,299816335,klinikum wuerzburg mitte ggmbh,klinikum wurzburg mitte ggmbh,cc3b9af9-ced3-49cf-a289-b0eb1e9485f6,klinikum wurzburg mitte ggmbh,preprocess_names,
nusing gmbh,2474627,nuessing gmbh,nusing gmbh,30354b12-2fa1-40d0-a7d5-ac16dbbe0805,nussing gmbh,preprocess_names,
atlas dienstleistungen fur vermogensberatung gmbh,2607572,atlas dienstleistungen fuer vermoegensberatung gmbh,atlas dienstleistungen fur vermogensberatung gmbh,82399e98-0700-4cea-9e2c-f0cee8db3975,atlas dienstleistungen fur vermogensberatung gmbh,preprocess_names,
otto harrasowitz gmbh und co kg,2644702,otto harrassowitz gmbh und co kg,otto harrasowitz gmbh und co kg,3b7c60ce-66c2-4b61-8ab6-bf11eb60a8b3,otto harrasowitz gmbh und co kg,preprocess_names,
pensionskase der mitarbeiter der hochstgruppe vvag,12612419,pensionskasse der mitarbeiter der hoechstgruppe vvag,pensionskase der mitarbeiter der hochstgruppe vvag,95be1da9-dc8b-4e70-a930-ccccf1afd7ee,pensionskase der mitarbeiter der hochstgruppe vvag,preprocess_names,
stadtisches krankenhaus kiel gmbh,15123860,staedtisches krankenhaus kiel gmbh,stadtisches krankenhaus kiel gmbh,31dfa30a-c860-4c79-a016-7b84a4a12086,stadtisches krankenhaus kiel gmbh,preprocess_names,
martin gmbh fur umwelt und energietechnik,2773968,martin gmbh fuer umwelt und energietechnik,martin gmbh fur umwelt und energietechnik,f235f477-07fb-4eff-bb21-d452d248b08b,martin gmbh fur umwelt und energietechnik,preprocess_names,
durkopp fordertechnik gmbh,2451552,duerkopp foerdertechnik gmbh,durkopp fordertechnik gmbh,57286261-2ea5-4374-a966-d8f249d21220,durkopp fordertechnik gmbh,preprocess_names,
alfons koster und co gmbh,59035603,alfons koester und co gmbh,alfons koster und co gmbh,1d401852-9dcb-4fa5-86c2-55e5061c9b69,alfons koster und co gmbh,preprocess_names,
adelholzener alpenqullen gmbh,2782743,adelholzener alpenquellen gmbh,adelholzener alpenqullen gmbh,a4ab232b-a333-4ab9-bdc4-ace09662cc24,adelholzener alpenqullen gmbh,preprocess_names,
stadtisches klinikum solingen gemeinnutzige gmbh,31132667,staedtisches klinikum solingen gemeinnuetzige gmbh,stadtisches klinikum solingen gemeinnutzige gmbh,79e4e5c5-0a03-4995-90a0-008ce775bf26,stadtisches klinikum solingen gemeinnutzige gmbh,preprocess_names,
kliniken des landkreises lorrach gmbh,2658718,kliniken des landkreises loerrach gmbh,kliniken des landkreises lorrach gmbh,7db7a9c5-10ad-4b70-b208-65fbbb0b2cb4,kliniken des landkreises lorrach gmbh,preprocess_names,
krankenhaus buchholz und winsen gemeinnutzige gmbh,2341353,krankenhaus buchholz und winsen gemeinnuetzige gmbh,krankenhaus buchholz und winsen gemeinnutzige gmbh,62665c99-0558-485e-a96c-d4ee27da0f32,krankenhaus buchholz und winsen gemeinnutzige gmbh,preprocess_names,
btc busines technology consulting ag,6539813,btc business technology consulting ag,btc busines technology consulting ag,e7c0c1f1-a20c-4def-a8c5-7964a3883500,btc busines technology consulting ag,preprocess_names,
eisbar eis gmbh,2329292,eisbaer eis gmbh,eisbar eis gmbh,572d3704-799c-41f6-be34-559ce166be88,eisbar eis gmbh,preprocess_names,
dr schar deutschland gmbh,31700328,dr schaer deutschland gmbh,dr schar deutschland gmbh,772441d4-4e45-4196-b5d6-44648cfb11d4,dr schar deutschland gmbh,preprocess_names,
nurnberger baugruppe gmbh co kg,2792116,nuernberger baugruppe gmbh co kg,nurnberger baugruppe gmbh co kg,78773dfa-6fa9-4007-92d4-cc8d4fa1452d,nurnberger baugruppe gmbh co kg,preprocess_names,
wutschner fahrzeugteile gmbh,2835186,wuetschner fahrzeugteile gmbh,wutschner fahrzeugteile gmbh,2ed99d24-d4a4-4ac5-a085-4b5c7c230b71,wutschner fahrzeugteile gmbh,preprocess_names,
stadtwerke gutersloh gmbh,2474404,stadtwerke guetersloh gmbh,stadtwerke gutersloh gmbh,275e7634-9d7e-4066-8abc-0f29e7d8f1f7,stadtwerke gutersloh gmbh,preprocess_names,
wte wasertechnik gmbh,2545940,wte wassertechnik gmbh,wte wasertechnik gmbh,e1f7195c-49f6-413e-8183-af9014a87642,wte wasertechnik gmbh,preprocess_names,
allesa gmbh,6546265,allessa gmbh,allesa gmbh,548f4685-cd6d-485b-ab6e-f7a2796ef10f,allesa gmbh,preprocess_names,
zotis deutschland gmbh,137505228,zoetis deutschland gmbh,zotis deutschland gmbh,10cc42f3-9bbc-46dd-ad48-4dc2ec9b2808,zotis deutschland gmbh,preprocess_names,
fels group gmbh,288676038,felss group gmbh,fels group gmbh,ad42a381-dfb8-447d-8786-320dac775718,fels group gmbh,preprocess_names,
gpr gesundheits und pflegezentrum ruselsheim gemeinnutzige gmbh,11463257,gpr gesundheits und pflegezentrum ruesselsheim gemeinnuetzige gmbh,gpr gesundheits und pflegezentrum ruselsheim gemeinnutzige gmbh,69d24807-44b5-487a-bf7d-0eaf6ec077c6,gpr gesundheits und pflegezentrum ruselsheim gemeinnutzige gmbh,preprocess_names,
kolnmese gmbh,2555630,koelnmesse gmbh,kolnmese gmbh,f5c7870b-0c1b-4b48-b145-9047fec5b429,kolnmese gmbh,preprocess_names,
regio it gesellschaft fur informationstechnologie mbh,2516289,regio it gesellschaft fuer informationstechnologie mbh,regio it gesellschaft fur informationstechnologie mbh,230a63e4-65b4-4ab1-bb9c-1af675dc93d7,regio it gesellschaft fur informationstechnologie mbh,preprocess_names,
stadtische kliniken monchengladbach gmbh,8912698,staedtische kliniken moenchengladbach gmbh,stadtische kliniken monchengladbach gmbh,8d9d2542-6060-438a-b083-4a107c14173e,stadtische kliniken monchengladbach gmbh,preprocess_names,
thermotraffic gmbh internationale kuhlspedition,2451469,thermotraffic gmbh internationale kuehlspedition,thermotraffic gmbh internationale kuhlspedition,d441e339-7ab6-4835-a508-08a8fd780ad5,thermotraffic gmbh internationale kuhlspedition,preprocess_names,
grunbeck waseraufbereitung gmbh,2749310,gruenbeck wasseraufbereitung gmbh,grunbeck waseraufbereitung gmbh,5f2b873f-5dc0-4ee8-9778-c772540d978b,grunbeck waseraufbereitung gmbh,preprocess_names,
mmm munchener medizin mechanik gmbh,2773602,mmm muenchener medizin mechanik gmbh,mmm munchener medizin mechanik gmbh,5cdf14fc-f4b4-449c-b72a-4514c7e2621c,mmm munchener medizin mechanik gmbh,preprocess_names,
adk gmbh fur gesundheit und soziales,46482821,adk gmbh fuer gesundheit und soziales,adk gmbh fur gesundheit und soziales,1a1d26cc-f795-4973-a500-1f9783e16eee,adk gmbh fur gesundheit und soziales,preprocess_names,
buhler alzenau gmbh,7469144,buehler alzenau gmbh,buhler alzenau gmbh,9b119b78-5d3b-4395-bb17-2dcb28508927,buhler alzenau gmbh,preprocess_names,
auto muller gmbh und co kg,2757769,auto mueller gmbh und co kg,auto muller gmbh und co kg,d2bcf699-a225-498b-839b-c0c3dc222fa1,auto muller gmbh und co kg,preprocess_names,
orterer getrankemarkte gmbh,2841988,orterer getraenkemaerkte gmbh,orterer getrankemarkte gmbh,2dbf961a-08a7-4e1d-ab98-50b29fa1104c,orterer getrankemarkte gmbh,preprocess_names,
wilhelm schafer gmbh,172119482,wilhelm schaefer gmbh,wilhelm schafer gmbh,5f4fdc74-1849-4114-8609-ba2db6b33d7e,wilhelm schafer gmbh,preprocess_names,
laur gmbh,102617148,lauer gmbh,laur gmbh,5bd921cd-76f6-450d-a475-f61d685edb76,laur gmbh,preprocess_names,
degusa bank ag,754442,degussa bank ag,degusa bank ag,8edd4264-60c1-4694-a013-cb9983c63b7e,degusa bank ag,preprocess_names,
a group ag,59036849,ae group ag,a group ag,18fc4146-afdb-4e73-b4ae-e28ab5d1f97c,a group ag,preprocess_names,
glupker blechtechnologie gmbh,2391925,gluepker blechtechnologie gmbh,glupker blechtechnologie gmbh,1834954d-0b79-4f28-9edf-bf81aa5f6968,glupker blechtechnologie gmbh,preprocess_names,
optiwohnwelt fost gmbh und co kg,2835231,optiwohnwelt foest gmbh und co kg,optiwohnwelt fost gmbh und co kg,9cf38f12-2e6d-46c3-ab76-4b102f696704,optiwohnwelt fost gmbh und co kg,preprocess_names,
windmoller gmbh,41174108,windmoeller gmbh,windmoller gmbh,4717e980-7929-4e34-bbbf-04c8e4706123,windmoller gmbh,preprocess_names,
neu zwl zahnradwerk leipzig gmbh,2416651,neue zwl zahnradwerk leipzig gmbh,neu zwl zahnradwerk leipzig gmbh,924a1794-6b67-4376-943d-c1e08c195000,neu zwl zahnradwerk leipzig gmbh,preprocess_names,
kodi diskontladen gmbh,2578101,kodi diskontlaeden gmbh,kodi diskontladen gmbh,d0ca8d44-68d7-4afd-b708-2d9903520cca,kodi diskontladen gmbh,preprocess_names,
schreiner und wollenstein gmbh und co kg,8016502,schreiner und woellenstein gmbh und co kg,schreiner und wollenstein gmbh und co kg,fc6df3f3-e384-4aab-bb80-93e061f4540e,schreiner und wollenstein gmbh und co kg,preprocess_names,
kogler gmbh,2650042,koegler gmbh,kogler gmbh,3d8afc1a-539c-46e9-8032-61eeb9cd0af3,kogler gmbh,preprocess_names,
steinbeis gmbh und co kg fur technologietransfer,2736355,steinbeis gmbh und co kg fuer technologietransfer,steinbeis gmbh und co kg fur technologietransfer,2f67ca7f-9267-4d60-989e-880cff1a2e3a,steinbeis gmbh und co kg fur technologietransfer,preprocess_names,
autohaus michal schmidt gmbh,41249391,autohaus michael schmidt gmbh,autohaus michal schmidt gmbh,95231642-8e26-491e-b3f6-d626b3704503,autohaus michal schmidt gmbh,preprocess_names,
konig neurath ag,2650134,koenig neurath ag,konig neurath ag,9fb00896-2ad1-4ff9-82ca-f0c53f3cb3d1,konig neurath ag,preprocess_names,
erwin muller versandhaus gmbh,2754368,erwin mueller versandhaus gmbh,erwin muller versandhaus gmbh,e01db722-42a7-4e50-b354-f1db194f2af8,erwin muller versandhaus gmbh,preprocess_names,
cfp brands suswarenhandels gmbh und co kg,2528561,cfp brands suesswarenhandels gmbh und co kg,cfp brands suswarenhandels gmbh und co kg,a0c15e75-751f-4388-ad40-a74621365da8,cfp brands susswarenhandels gmbh und co kg,preprocess_names,
suwag energie ag,2608582,suewag energie ag,suwag energie ag,47495680-f7ef-48b0-a71b-887503c64224,suwag energie ag,preprocess_names,
rsm gmbh wirtschaftsprufungsgesellschaft steurberatungsgesellschaft,172119854,rsm gmbh wirtschaftspruefungsgesellschaft steuerberatungsgesellschaft,rsm gmbh wirtschaftsprufungsgesellschaft steurberatungsgesellschaft,8d040f62-d4ee-4017-9441-c2e0854bf09c,rsm gmbh wirtschaftsprufungsgesellschaft steurberatungsgesellschaft,preprocess_names,
sparkase heidelberg,754409,sparkasse heidelberg,sparkase heidelberg,57a83097-8a28-4019-b013-a115af78489b,sparkase heidelberg,preprocess_names,
kintetsu world expres deutschland gmbh,2532420,kintetsu world express deutschland gmbh,kintetsu world expres deutschland gmbh,aa1f4d16-834f-431f-b831-f8192c3e5409,kintetsu world expres deutschland gmbh,preprocess_names,
peter kolln gmbh und co kgaa,2384120,peter koelln gmbh und co kgaa,peter kolln gmbh und co kgaa,31fee768-673c-4a34-a190-024f63e51abd,peter kolln gmbh und co kgaa,preprocess_names,
mac geiz handelsgesellschaft mbh,98244403,maec geiz handelsgesellschaft mbh,mac geiz handelsgesellschaft mbh,b00d7411-82af-4e25-ae0c-c656b8c36b44,mac geiz handelsgesellschaft mbh,preprocess_names,
evangelisches krankenhaus gottingenweende ggmbh,60677751,evangelisches krankenhaus goettingenweende ggmbh,evangelisches krankenhaus gottingenweende ggmbh,22816805-6f2a-49b4-8670-9c2b29614d30,evangelisches krankenhaus gottingenweende ggmbh,preprocess_names,
britax romer kindersicherheit gmbh,2825817,britax roemer kindersicherheit gmbh,britax romer kindersicherheit gmbh,8d2b9c22-2a5a-4c15-ab99-ef369f18c982,britax romer kindersicherheit gmbh,preprocess_names,
franken gus gmbh und co kg,73784202,franken guss gmbh und co kg,franken gus gmbh und co kg,ad7ef0ee-da18-43b0-b6a5-d7be9c16c14d,franken gus gmbh und co kg,preprocess_names,
bgphonics gmbh,2354523,bgphoenics gmbh,bgphonics gmbh,379d5ecc-4597-407c-8667-a4e7b451ee8b,bgphonics gmbh,preprocess_names,
krauter mix gmbh,2838936,kraeuter mix gmbh,krauter mix gmbh,60999c14-c556-4cf3-881e-b9cb2432058a,krauter mix gmbh,preprocess_names,
bluchip computer ag,2407429,bluechip computer ag,bluchip computer ag,9723fd3d-8e00-4061-b82f-8366a8110e86,bluchip computer ag,preprocess_names,
halsen und lyon gmbh,2320134,haelssen und lyon gmbh,halsen und lyon gmbh,d04febbf-5f9f-4a08-bab7-dd0422194159,halsen und lyon gmbh,preprocess_names,
mese duseldorf gmbh,2529940,messe duesseldorf gmbh,mese duseldorf gmbh,8bf175b5-de9b-4f7a-ac59-db58cfc95d50,mese duseldorf gmbh,preprocess_names,
hoganas germany gmbh,262320320,hoeganaes germany gmbh,hoganas germany gmbh,81cb3d60-cb47-4075-8415-fa0380976da7,hoganas germany gmbh,preprocess_names,
enwor energie und waser vor ort gmbh,2515030,enwor energie und wasser vor ort gmbh,enwor energie und waser vor ort gmbh,70cc0227-d3c7-4534-8875-6c7380560c95,enwor energie und waser vor ort gmbh,preprocess_names,
miwe michal wenz gmbh,2838695,miwe michael wenz gmbh,miwe michal wenz gmbh,adaa5457-6912-4b98-af77-b427b5b567d8,miwe michal wenz gmbh,preprocess_names,
stadtisches klinikum gorlitz ggmbh,2444210,staedtisches klinikum goerlitz ggmbh,stadtisches klinikum gorlitz ggmbh,bd6caa4a-721c-42fe-91bb-4be8ab250b37,stadtisches klinikum gorlitz ggmbh,preprocess_names,
bwt wasertechnik gmbh,2688622,bwt wassertechnik gmbh,bwt wasertechnik gmbh,e828d770-2849-4186-8f30-a4d54aee5a45,bwt wasertechnik gmbh,preprocess_names,
1 fc koln gmbh und co kgaa,7700762,1 fc koeln gmbh und co kgaa,1 fc koln gmbh und co kgaa,f060a089-0494-4811-8dce-93e66137b631,1 fc koln gmbh und co kgaa,preprocess_names,
kaseler sparkase,754858,kasseler sparkasse,kaseler sparkase,9caa4ba1-5953-4526-bb76-08d6bd09c7fd,kaseler sparkase,preprocess_names,
konig gmbh und co kg,48993369,koenig gmbh und co kg,konig gmbh und co kg,11109759-034f-4c57-be77-32dc0f63fef9,konig gmbh und co kg,preprocess_names,
adam hornig baugesellschaft mbh und co kg,2745724,adam hoernig baugesellschaft mbh und co kg,adam hornig baugesellschaft mbh und co kg,1e4a9ca3-ba9a-4cb4-9ff4-054c35a5e7dd,adam hornig baugesellschaft mbh und co kg,preprocess_names,
molders holding gmbh,30668740,moelders holding gmbh,molders holding gmbh,8e2187a3-d4c7-41b0-8bc6-0df7f8d602d6,molders holding gmbh,preprocess_names,
sbk sozialbetriebekoln gemeinnutzige gmbh,41189924,sbk sozialbetriebekoeln gemeinnuetzige gmbh,sbk sozialbetriebekoln gemeinnutzige gmbh,678d5e68-e008-4df9-997b-de2ebf1596af,sbk sozialbetriebekoln gemeinnutzige gmbh,preprocess_names,
pratorius gmbh,60861613,praetorius gmbh,pratorius gmbh,5cf37874-1d64-47cb-aff4-3fedd842a19c,pratorius gmbh,preprocess_names,
umwelttechnik und waserbau gmbh,2443183,umwelttechnik und wasserbau gmbh,umwelttechnik und waserbau gmbh,b628d7a8-ce4b-4624-9acd-e58319254f6c,umwelttechnik und waserbau gmbh,preprocess_names,
schlosqulle mellis gmbh,2578039,schlossquelle mellis gmbh,schlosqulle mellis gmbh,1cb37e50-0a08-4487-8165-9bc457d2e49f,schlosqulle mellis gmbh,preprocess_names,
rosenbaur karlsruhe gmbh und co kg,2680766,rosenbauer karlsruhe gmbh und co kg,rosenbaur karlsruhe gmbh und co kg,6bf109fc-cb60-4e71-9227-6319e90604ed,rosenbaur karlsruhe gmbh und co kg,preprocess_names,
molnlycke health care gmbh,2537732,moelnlycke health care gmbh,molnlycke health care gmbh,13e003f8-7266-40dc-b8c5-2603bf09b979,molnlycke health care gmbh,preprocess_names,
kasler nutrition gmbh,189663587,kaesler nutrition gmbh,kasler nutrition gmbh,a9fb3fe1-7eb8-4da2-9367-38a4a63adbc4,kasler nutrition gmbh,preprocess_names,
severin elektrogerate gmbh,2500472,severin elektrogeraete gmbh,severin elektrogerate gmbh,719e6f58-aadb-44e0-b62e-601cb1c1063f,severin elektrogerate gmbh,preprocess_names,
sparkase rheinnahe,819712,sparkasse rheinnahe,sparkase rheinnahe,855020e7-6d76-4c91-8594-b63b07e055fe,sparkase rheinnahe,preprocess_names,
ostseesparkase rostock,1589062,ostseesparkasse rostock,ostseesparkase rostock,31cdc353-c4d8-4b77-b2ab-055cd3a3c841,ostseesparkase rostock,preprocess_names,
zollerkipper gmbh,58248888,zoellerkipper gmbh,zollerkipper gmbh,1b746ee7-0a4b-4f98-b146-bb9ca8e28767,zollerkipper gmbh,preprocess_names,
bergmannsheil und kinderklinik bur ggmbh,18294602,bergmannsheil und kinderklinik buer ggmbh,bergmannsheil und kinderklinik bur ggmbh,cc1acb24-947a-4e5b-b735-9f029e9ac4a6,bergmannsheil und kinderklinik bur ggmbh,preprocess_names,
rameder anhangerkupplungen und autoteile gmbh,16622830,rameder anhaengerkupplungen und autoteile gmbh,rameder anhangerkupplungen und autoteile gmbh,a009a226-e099-41a2-a1ad-282d69f4447d,rameder anhangerkupplungen und autoteile gmbh,preprocess_names,
kreisparkase tubingen,754625,kreissparkasse tubingen,kreisparkase tubingen,906b72a7-75b7-4fad-b4a7-61512a148aab,kreisparkase tubingen,preprocess_names,
evangelisches krankenhaus mulheim an der ruhr gmbh,30671720,evangelisches krankenhaus muelheim an der ruhr gmbh,evangelisches krankenhaus mulheim an der ruhr gmbh,d9b6f9bd-5471-46f1-bd9d-3ce4ce68f7b6,evangelisches krankenhaus mulheim an der ruhr gmbh,preprocess_names,
kreisparkase goppingen,754570,kreissparkasse goeppingen,kreisparkase goppingen,8ac39438-4e0d-4146-bfd3-01e71b18cd82,kreisparkase goppingen,preprocess_names,
arbeitersamariterbund landesverband hesen ev,49042096,arbeitersamariterbund landesverband hessen ev,arbeitersamariterbund landesverband hesen ev,2184480f-3aec-44f0-808a-9731d780c190,arbeitersamariterbund landesverband hesen ev,preprocess_names,
vng gaspeicher gmbh,2416699,vng gasspeicher gmbh,vng gaspeicher gmbh,b9b6cce1-3ed7-4746-b9ad-978b5f048820,vng gaspeicher gmbh,preprocess_names,
ivv informationsverarbeitung fur versicherungen gmbh,2351583,ivv informationsverarbeitung fuer versicherungen gmbh,ivv informationsverarbeitung fur versicherungen gmbh,93481097-f977-4a71-bf2d-73d760e0d2b4,ivv informationsverarbeitung fur versicherungen gmbh,preprocess_names,
